Date,Close
29-Jun-22,53026.97
30-Jun-22,53018.94
01-Jul-22,52907.93
04-Jul-22,53234.77
05-Jul-22,53134.35
06-Jul-22,53750.97
07-Jul-22,54178.46
08-Jul-22,54481.84
11-Jul-22,54395.23
12-Jul-22,53886.61
13-Jul-22,53514.15
14-Jul-22,53416.15
15-Jul-22,53760.78
18-Jul-22,54521.15
19-Jul-22,54767.62
20-Jul-22,55397.53
21-Jul-22,55681.95
22-Jul-22,56072.23
25-Jul-22,55766.22
26-Jul-22,55268.49
27-Jul-22,55816.32
28-Jul-22,56857.79
29-Jul-22,57570.25
01-Aug-22,58115.5
02-Aug-22,58136.36
03-Aug-22,58350.53
04-Aug-22,58298.8
05-Aug-22,58387.93
08-Aug-22,58853.07
10-Aug-22,58817.29
11-Aug-22,59332.6
12-Aug-22,59462.78
16-Aug-22,59842.21
17-Aug-22,60260.13
18-Aug-22,60298
19-Aug-22,59646.15
22-Aug-22,58773.87
23-Aug-22,59031.3
24-Aug-22,59085.43
25-Aug-22,58774.72
26-Aug-22,58833.87
29-Aug-22,57972.62
30-Aug-22,59537.07
01-Sep-22,58766.59
02-Sep-22,58803.33
05-Sep-22,59245.98
06-Sep-22,59196.99
07-Sep-22,59028.91
08-Sep-22,59688.22
09-Sep-22,59793.14
12-Sep-22,60115.13
13-Sep-22,60571.08
14-Sep-22,60346.97
15-Sep-22,59934.01
16-Sep-22,58840.79
19-Sep-22,59141.23
20-Sep-22,59719.74
21-Sep-22,59456.78
22-Sep-22,59119.72
23-Sep-22,58098.92
26-Sep-22,57145.22
27-Sep-22,57107.52
28-Sep-22,56598.28
29-Sep-22,56409.96
30-Sep-22,57426.92
03-Oct-22,56788.81
04-Oct-22,58065.47
06-Oct-22,58222.1
07-Oct-22,58191.29
10-Oct-22,57991.11
11-Oct-22,57147.32
12-Oct-22,57625.91
13-Oct-22,57235.33
14-Oct-22,57919.97
17-Oct-22,58410.98
18-Oct-22,58960.6
19-Oct-22,59107.19
20-Oct-22,59202.9
21-Oct-22,59307.15
24-Oct-22,59831.66
25-Oct-22,59543.96
27-Oct-22,59756.84
28-Oct-22,59959.85
31-Oct-22,60746.59
01-Nov-22,61121.35
02-Nov-22,60906.09
03-Nov-22,60836.41
04-Nov-22,60950.36
07-Nov-22,61185.15
09-Nov-22,61033.55
10-Nov-22,60613.7
11-Nov-22,61795.04
14-Nov-22,61624.15
15-Nov-22,61872.99
16-Nov-22,61980.72
17-Nov-22,61750.6
18-Nov-22,61663.48
21-Nov-22,61144.84
22-Nov-22,61418.96
23-Nov-22,61510.58
24-Nov-22,62272.68
25-Nov-22,62293.64
28-Nov-22,62504.8
29-Nov-22,62681.84
30-Nov-22,63099.65
01-Dec-22,63284.19
02-Dec-22,62868.5
05-Dec-22,62834.6
06-Dec-22,62626.36
07-Dec-22,62410.68
08-Dec-22,62570.68
09-Dec-22,62181.67
12-Dec-22,62130.57
13-Dec-22,62533.3
14-Dec-22,62677.91
15-Dec-22,61799.03
16-Dec-22,61337.81
19-Dec-22,61806.19
20-Dec-22,61702.29
21-Dec-22,61067.24
22-Dec-22,60826.22
23-Dec-22,59845.29
26-Dec-22,60566.42
27-Dec-22,60927.43
28-Dec-22,60910.28
29-Dec-22,61133.88
30-Dec-22,60840.74
02-Jan-23,61167.79
03-Jan-23,61294.2
04-Jan-23,60657.45
05-Jan-23,60353.27
06-Jan-23,59900.37
09-Jan-23,60747.31
10-Jan-23,60115.48
11-Jan-23,60105.5
12-Jan-23,59958.03
13-Jan-23,60261.18
16-Jan-23,60092.97
17-Jan-23,60655.72
18-Jan-23,61045.74
19-Jan-23,60858.43
20-Jan-23,60621.77
23-Jan-23,60941.67
24-Jan-23,60978.75
25-Jan-23,60205.06
27-Jan-23,59330.9
30-Jan-23,59500.41
31-Jan-23,59549.9
01-Feb-23,59708.08
02-Feb-23,59932.24
03-Feb-23,60841.88
06-Feb-23,60506.9
07-Feb-23,60286.04
08-Feb-23,60663.79
09-Feb-23,60806.22
10-Feb-23,60682.7
13-Feb-23,60431.84
14-Feb-23,61032.26
15-Feb-23,61275.09
16-Feb-23,61319.51
17-Feb-23,61002.57
20-Feb-23,60691.54
21-Feb-23,60672.72
22-Feb-23,59744.98
23-Feb-23,59605.8
24-Feb-23,59463.93
27-Feb-23,59288.35
28-Feb-23,58962.12
01-Mar-23,59411.08
02-Mar-23,58909.35
03-Mar-23,59808.97
06-Mar-23,60224.46
08-Mar-23,60348.09
09-Mar-23,59806.28
10-Mar-23,59135.13
13-Mar-23,58237.85
14-Mar-23,57900.19
15-Mar-23,57555.9
16-Mar-23,57634.84
17-Mar-23,57989.9
20-Mar-23,57628.95
21-Mar-23,58074.68
22-Mar-23,58214.59
23-Mar-23,57925.28
24-Mar-23,57527.1
27-Mar-23,57653.86
28-Mar-23,57613.72
29-Mar-23,57960.09
31-Mar-23,58991.52
03-Apr-23,59106.44
05-Apr-23,59689.31
06-Apr-23,59832.97
10-Apr-23,59846.51
11-Apr-23,60157.72
12-Apr-23,60392.77
13-Apr-23,60431
17-Apr-23,59910.75
18-Apr-23,59727.01
19-Apr-23,59567.8
20-Apr-23,59632.35
21-Apr-23,59655.06
24-Apr-23,60056.1
25-Apr-23,60130.71
26-Apr-23,60300.58
27-Apr-23,60649.38
28-Apr-23,61112.44
02-May-23,61354.71
03-May-23,61193.3
04-May-23,61749.25
05-May-23,61054.29
08-May-23,61764.25
09-May-23,61761.33
10-May-23,61940.2
11-May-23,61904.52
12-May-23,62027.9
15-May-23,62345.71
16-May-23,61932.47
17-May-23,61560.64
18-May-23,61431.74
19-May-23,61729.68
22-May-23,61963.68
23-May-23,61981.79
24-May-23,61773.78
25-May-23,61872.62
26-May-23,62501.69
29-May-23,62846.38
30-May-23,62969.13
31-May-23,62622.24
01-Jun-23,62428.54
02-Jun-23,62547.11
05-Jun-23,62787.47
06-Jun-23,62792.88
07-Jun-23,63142.96
08-Jun-23,62848.64
09-Jun-23,62625.63
12-Jun-23,62724.71
13-Jun-23,63143.16
14-Jun-23,63228.51
15-Jun-23,62917.63
16-Jun-23,63384.58
19-Jun-23,63168.3
20-Jun-23,63327.7
21-Jun-23,63523.15
22-Jun-23,63238.89
23-Jun-23,62979.37
26-Jun-23,62970
27-Jun-23,63416.03
28-Jun-23,63915.42
30-Jun-23,64718.56
03-Jul-23,65205.05
04-Jul-23,65479.05
05-Jul-23,65446.04
06-Jul-23,65785.64
07-Jul-23,65280.45
10-Jul-23,65344.17
11-Jul-23,65617.84
12-Jul-23,65393.9
13-Jul-23,65558.89
14-Jul-23,66060.9
17-Jul-23,66589.93
18-Jul-23,66795.14
19-Jul-23,67097.44
20-Jul-23,67571.9
21-Jul-23,66684.26
24-Jul-23,66384.78
25-Jul-23,66355.71
26-Jul-23,66707.2
27-Jul-23,66266.82
28-Jul-23,66160.2
31-Jul-23,66527.67
01-Aug-23,66459.31
02-Aug-23,65782.78
03-Aug-23,65240.68
04-Aug-23,65721.25
07-Aug-23,65721.25
08-Aug-23,65846.5
09-Aug-23,65995.81
10-Aug-23,65688.18
11-Aug-23,65322.65
14-Aug-23,65401.92
16-Aug-23,65539.42
17-Aug-23,65151.02
18-Aug-23,64948.66
21-Aug-23,65216.09
22-Aug-23,65220.03
23-Aug-23,65433.3
24-Aug-23,65252.34
25-Aug-23,64886.51
28-Aug-23,64996.6
29-Aug-23,65075.82
30-Aug-23,65087.25
31-Aug-23,64831.41
01-Sep-23,65387.16
04-Sep-23,65628.14
05-Sep-23,65780.26
06-Sep-23,65880.52
07-Sep-23,66265.56
08-Sep-23,66598.91
11-Sep-23,67127.08
12-Sep-23,67221.13
13-Sep-23,67466.99
14-Sep-23,67519
15-Sep-23,67838.63
18-Sep-23,67596.84
20-Sep-23,66800.84
21-Sep-23,66230.24
22-Sep-23,66009.15
25-Sep-23,66023.69
26-Sep-23,65945.47
27-Sep-23,66118.69
28-Sep-23,65508.32
29-Sep-23,65828.41
03-Oct-23,65512.1
04-Oct-23,65226.04
05-Oct-23,65631.57
06-Oct-23,65995.63
09-Oct-23,65512.39
10-Oct-23,66079.36
11-Oct-23,66473.05
12-Oct-23,66408.39
13-Oct-23,66282.74
16-Oct-23,66166.93
17-Oct-23,66428.09
18-Oct-23,65877.02
19-Oct-23,65629.24
20-Oct-23,65397.62
23-Oct-23,64571.88
25-Oct-23,64049.06
26-Oct-23,63148.15
27-Oct-23,63782.8
30-Oct-23,64112.65
31-Oct-23,63874.93
01-Nov-23,63591.33
02-Nov-23,64080.9
03-Nov-23,64363.78
06-Nov-23,64958.69
07-Nov-23,64942.4
08-Nov-23,64975.61
09-Nov-23,64832.2
10-Nov-23,64904.68
12-Nov-23,65259.45
13-Nov-23,64933.87
15-Nov-23,65675.93
16-Nov-23,65982.48
17-Nov-23,65794.73
20-Nov-23,65655.15
21-Nov-23,65930.77
22-Nov-23,66023.24
23-Nov-23,66017.81
24-Nov-23,65970.04
28-Nov-23,66174.2
29-Nov-23,66901.91
30-Nov-23,66988.44
01-Dec-23,67481.19
04-Dec-23,68865.12
05-Dec-23,69296.14
06-Dec-23,69653.73
07-Dec-23,69521.69
08-Dec-23,69825.6
11-Dec-23,69928.53
12-Dec-23,69551.03
13-Dec-23,69584.6
14-Dec-23,70514.2
15-Dec-23,71483.75
18-Dec-23,71315.09
19-Dec-23,71437.19
20-Dec-23,70506.31
21-Dec-23,70865.1
22-Dec-23,71106.96
26-Dec-23,71336.8
27-Dec-23,72038.43
28-Dec-23,72410.38
29-Dec-23,72240.26
01-Jan-24,72271.94
02-Jan-24,71892.48
03-Jan-24,71356.6
04-Jan-24,71847.57
05-Jan-24,72026.15
08-Jan-24,71355.22
09-Jan-24,71386.21
10-Jan-24,71657.71
11-Jan-24,71721.18
12-Jan-24,72568.45
15-Jan-24,73327.94
16-Jan-24,73128.77
17-Jan-24,71500.76
18-Jan-24,71186.86
19-Jan-24,71683.23
20-Jan-24,71423.65
23-Jan-24,70370.55
24-Jan-24,71060.31
25-Jan-24,70700.67
29-Jan-24,71941.57
30-Jan-24,71139.9
31-Jan-24,71752.11
01-Feb-24,71645.3
02-Feb-24,72085.63
05-Feb-24,71731.42
06-Feb-24,72186.09
07-Feb-24,72152
08-Feb-24,71428.43
09-Feb-24,71595.49
12-Feb-24,71072.49
13-Feb-24,71555.19
14-Feb-24,71822.83
15-Feb-24,72050.38
19-Feb-24,72708.16
20-Feb-24,73057.4
21-Feb-24,72623.09
22-Feb-24,73158.24
23-Feb-24,73142.8
26-Feb-24,72790.13
27-Feb-24,73095.22
28-Feb-24,72304.88
29-Feb-24,72500.3
01-Mar-24,73745.35
02-Mar-24,73806.15
04-Mar-24,73872.29
05-Mar-24,73677.13
06-Mar-24,74085.99
07-Mar-24,74119.39
11-Mar-24,73502.64
12-Mar-24,73667.96
13-Mar-24,72761.89
14-Mar-24,73097.28
15-Mar-24,72643.43
18-Mar-24,72748.42
19-Mar-24,72012.05
20-Mar-24,72101.69
21-Mar-24,72641.19
26-Mar-24,72470.3
27-Mar-24,72996.31
28-Mar-24,73651.35
01-Apr-24,74014.55
02-Apr-24,73903.91
03-Apr-24,73876.82
04-Apr-24,74227.63
05-Apr-24,74248.22
08-Apr-24,74742.5
09-Apr-24,74683.7
10-Apr-24,75038.15
12-Apr-24,74244.9
15-Apr-24,73399.78
16-Apr-24,72943.68
18-Apr-24,72488.99
19-Apr-24,73088.33
22-Apr-24,73648.62
23-Apr-24,73738.45
24-Apr-24,73852.94
25-Apr-24,74339.44
26-Apr-24,73730.16
29-Apr-24,74671.28
30-Apr-24,74482.78
02-May-24,74611.11
03-May-24,73878.15
06-May-24,73895.54
07-May-24,73511.85
08-May-24,73466.39
09-May-24,72404.17
10-May-24,72664.47
13-May-24,72776.13
14-May-24,73104.61
15-May-24,72987.03
16-May-24,73663.72
17-May-24,73917.03
18-May-24,74005.94
21-May-24,73953.31
22-May-24,74221.06
23-May-24,75418.04
24-May-24,75410.39
27-May-24,75390.5
28-May-24,75170.45
29-May-24,74502.9
30-May-24,73885.6
31-May-24,73961.31
03-Jun-24,76468.78
04-Jun-24,72079.05
05-Jun-24,74382.24
06-Jun-24,75074.51
07-Jun-24,76693.36
10-Jun-24,76490.08
11-Jun-24,76456.59
12-Jun-24,76606.57
13-Jun-24,76810.9
14-Jun-24,76992.77
18-Jun-24,77301.14
19-Jun-24,77337.59
20-Jun-24,77478.93
21-Jun-24,77209.9
24-Jun-24,77341.08
25-Jun-24,78053.52
26-Jun-24,78674.25
27-Jun-24,79243.18
28-Jun-24,79032.73
01-Jul-24,79476.19
02-Jul-24,79441.45
03-Jul-24,79986.8
04-Jul-24,80049.67
05-Jul-24,79996.6
08-Jul-24,79960.38
09-Jul-24,80351.64
10-Jul-24,79924.77
11-Jul-24,79897.34
12-Jul-24,80519.34
15-Jul-24,80664.86
16-Jul-24,80716.55
18-Jul-24,81343.46
19-Jul-24,80604.65
22-Jul-24,80502.08
23-Jul-24,80429.04
24-Jul-24,80148.88
25-Jul-24,80039.8
26-Jul-24,81332.72
29-Jul-24,81355.84
30-Jul-24,81455.4
31-Jul-24,81741.34
01-Aug-24,81867.55
02-Aug-24,80981.95
05-Aug-24,78759.4
06-Aug-24,78593.07
07-Aug-24,79468.01
08-Aug-24,78886.22
09-Aug-24,79705.91
12-Aug-24,79648.92
13-Aug-24,78956.03
14-Aug-24,79105.88
16-Aug-24,80436.84
19-Aug-24,80424.68
20-Aug-24,80802.86
21-Aug-24,80905.3
22-Aug-24,81053.19
23-Aug-24,81086.21
26-Aug-24,81698.11
27-Aug-24,81711.76
28-Aug-24,81785.56
29-Aug-24,82134.61
30-Aug-24,82365.77
02-Sep-24,82559.84
03-Sep-24,82555.44
04-Sep-24,82352.64
05-Sep-24,82201.16
06-Sep-24,81183.93
09-Sep-24,81559.54
10-Sep-24,81921.29
11-Sep-24,81523.16
12-Sep-24,82962.71
13-Sep-24,82890.94
16-Sep-24,82988.78
17-Sep-24,83079.66
18-Sep-24,82948.23
19-Sep-24,83184.8
20-Sep-24,84544.31
23-Sep-24,84928.61
24-Sep-24,84914.04
25-Sep-24,85169.87
26-Sep-24,85836.12
27-Sep-24,85571.85
30-Sep-24,84299.78
01-Oct-24,84266.29
03-Oct-24,82497.1
04-Oct-24,81688.45
07-Oct-24,81050
08-Oct-24,81634.81
09-Oct-24,81467.1
10-Oct-24,81611.41
11-Oct-24,81381.36
14-Oct-24,81973.05
15-Oct-24,81820.12
16-Oct-24,81501.36
17-Oct-24,81006.61
18-Oct-24,81224.75
21-Oct-24,81151.27
22-Oct-24,80220.72
23-Oct-24,80081.98
24-Oct-24,80065.16
25-Oct-24,79402.29
28-Oct-24,80005.04
29-Oct-24,80369.03
30-Oct-24,79942.18
31-Oct-24,79389.06
01-Nov-24,79724.12
04-Nov-24,78782.24
05-Nov-24,79476.63
06-Nov-24,80378.13
07-Nov-24,79541.79
08-Nov-24,79486.32
11-Nov-24,79496.15
12-Nov-24,78675.18
13-Nov-24,77690.95
14-Nov-24,77580.31
18-Nov-24,77339.01
19-Nov-24,77578.38
21-Nov-24,77155.79
22-Nov-24,79117.11
25-Nov-24,80109.85
26-Nov-24,80004.06
27-Nov-24,80234.08
28-Nov-24,79043.74
29-Nov-24,79802.79
02-Dec-24,80248.08
03-Dec-24,80845.75
04-Dec-24,80956.33
05-Dec-24,81765.86
06-Dec-24,81709.12
09-Dec-24,81508.46
10-Dec-24,81510.05
11-Dec-24,81526.14
12-Dec-24,81289.96
13-Dec-24,82133.12
16-Dec-24,81748.57
17-Dec-24,80684.45
18-Dec-24,80182.2
19-Dec-24,79218.05
20-Dec-24,78041.59
23-Dec-24,78540.17
24-Dec-24,78472.87
26-Dec-24,78472.48
27-Dec-24,78699.07
30-Dec-24,78248.13
31-Dec-24,78139.01
01-Jan-25,78507.41
02-Jan-25,79943.71
03-Jan-25,79223.11
06-Jan-25,77964.99
07-Jan-25,78199.11
08-Jan-25,78148.49
09-Jan-25,77620.21
10-Jan-25,77378.91
13-Jan-25,76330.01
14-Jan-25,76499.63
15-Jan-25,76724.08
16-Jan-25,77042.82
17-Jan-25,76619.33
20-Jan-25,77073.44
21-Jan-25,75838.36
22-Jan-25,76404.99
23-Jan-25,76520.38
24-Jan-25,76190.46
27-Jan-25,75366.17
28-Jan-25,75901.41
29-Jan-25,76532.96
30-Jan-25,76759.81
31-Jan-25,77500.57
01-Feb-25,77505.96
03-Feb-25,77186.74
04-Feb-25,78583.81
05-Feb-25,78271.28
06-Feb-25,78058.16
07-Feb-25,77860.19
10-Feb-25,77311.8
11-Feb-25,76293.6
12-Feb-25,76171.08
13-Feb-25,76138.97
14-Feb-25,75939.21
17-Feb-25,75996.86
18-Feb-25,75967.39
19-Feb-25,75939.18
20-Feb-25,75735.96
21-Feb-25,75311.06
24-Feb-25,74454.41
25-Feb-25,74602.12
27-Feb-25,74612.43
28-Feb-25,73198.1
03-Mar-25,73085.94
04-Mar-25,72989.93
05-Mar-25,73730.23
06-Mar-25,74340.09
07-Mar-25,74332.58
10-Mar-25,74115.17
11-Mar-25,74102.32
12-Mar-25,74029.76
13-Mar-25,73828.91
17-Mar-25,74169.95
18-Mar-25,75301.26
19-Mar-25,75449.05
20-Mar-25,76348.06
21-Mar-25,76905.51
24-Mar-25,77984.38
25-Mar-25,78017.19
26-Mar-25,77288.5
27-Mar-25,77606.43
28-Mar-25,77414.92
01-Apr-25,76024.51
02-Apr-25,76617.44
03-Apr-25,76295.36
04-Apr-25,75364.69
07-Apr-25,73137.9
08-Apr-25,74227.08
09-Apr-25,73847.15
11-Apr-25,75157.26
15-Apr-25,76734.89
16-Apr-25,77044.29
17-Apr-25,78553.2
21-Apr-25,79408.5
22-Apr-25,79595.59
23-Apr-25,80116.49
24-Apr-25,79801.43
25-Apr-25,79212.53
28-Apr-25,80218.37
29-Apr-25,80288.38
30-Apr-25,80242.24
02-May-25,80501.99
05-May-25,80796.84
06-May-25,80641.07
07-May-25,80746.78
08-May-25,80334.81
09-May-25,79454.47
12-May-25,82429.9
13-May-25,81148.22
14-May-25,81330.56
15-May-25,82530.74
16-May-25,82330.59
19-May-25,82059.42
20-May-25,81186.44
21-May-25,81596.63
22-May-25,80951.99
23-May-25,81721.08
26-May-25,82176.45
27-May-25,81551.63
28-May-25,81312.32
29-May-25,81633.02
30-May-25,81451.01
02-Jun-25,81373.75
03-Jun-25,80737.51
04-Jun-25,80998.25
05-Jun-25,81442.04
06-Jun-25,82188.99
09-Jun-25,82445.21
10-Jun-25,82391.72
11-Jun-25,82515.14
12-Jun-25,81691.98
13-Jun-25,81118.6
16-Jun-25,81796.15
17-Jun-25,81583.3
18-Jun-25,81444.66
19-Jun-25,81361.87
20-Jun-25,82408.17
23-Jun-25,81896.79
24-Jun-25,82055.11
25-Jun-25,82755.51
26-Jun-25,83755.87
27-Jun-25,84058.9
30-Jun-25,83606.46
01-Jul-25,83697.29
02-Jul-25,83409.69
03-Jul-25,83239.47
